severity,event_id,market,symbol,event_time,event_type_l2,title,event_text,quality_flags
high,seed_cn_sh513080__c762bf6b5c,CN,SH513080,2024-04-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh513080__cf1696355a,CN,SH513080,2024-01-25,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513080__dccd2b1277,CN,SH513080,2024-07-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh513080__ebc9bb870b,CN,SH513080,2026-01-15,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__2261e43241,CN,SH515180,2026-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__3945cabf05,CN,SH515180,2025-04-01,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__4d0db7f31d,CN,SH515180,2024-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__7298b0cb34,CN,SH515180,2025-11-11,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__b593861740,CN,SH515180,2024-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__bb459eac4a,CN,SH515180,2024-01-15,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__bbe51065b3,CN,SH515180,2026-01-16,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__c309e0ed78,CN,SH515180,2025-07-01,通胀数据意外,中国PPI工业生产者价格指数月度公告,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__d3e2cb2ba4,CN,SH515180,2024-10-13,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh515180__f1cd123c6c,CN,SH515180,2025-01-01,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_sh515400__87127c2e6b,CN,SH515400,2024-04-01,并购/分拆/再融资,中国上市公司重大资产重组预案公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_sh515400__b55aaac69b,CN,SH515400,2024-12-12,并购/分拆/再融资,中国上市公司重大资产重组预案公告,发股购买 | 公告 预期:一致 前值:上次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_sh515400__b73f41db9c,CN,SH515400,2024-07-01,并购/分拆/再融资,中国上市公司重大资产重组预案公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_sh515400__c18575aa16,CN,SH515400,2024-01-01,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_sh516150__459d1d28d3,CN,SH516150,2025-01-04,增长/就业数据意外,中国社零总额月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516150__5084eaf272,CN,SH516150,2024-07-01,增长/就业数据意外,中国规模以上工业增加值月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516150__6bf995e81f,CN,SH516150,2024-04-01,增长/就业数据意外,中国GDP季度核算公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516150__73b6f24193,CN,SH516150,2026-01-21,增长/就业数据意外,中国社零总额月度公告,社零 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516150__8610b8dd55,CN,SH516150,2025-07-01,增长/就业数据意外,中国社零总额月度公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516150__b903a88199,CN,SH516150,2024-01-06,增长/就业数据意外,中国规模以上工业增加值月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516150__e48128f4bc,CN,SH516150,2025-04-01,增长/就业数据意外,中国制造业PMI月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516150__eabfdee3a2,CN,SH516150,2025-12-06,增长/就业数据意外,中国城镇调查失业率月度公告,工业增加值 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516150__faca4a215a,CN,SH516150,2024-10-20,增长/就业数据意外,中国城镇调查失业率月度公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516150__fb4e31c8c2,CN,SH516150,2026-04-01,增长/就业数据意外,中国城镇调查失业率月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__12022cb205,CN,SH516160,2025-01-22,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__18c42f203c,CN,SH516160,2025-07-01,通胀数据意外,中国CPI居民消费价格指数月度公告,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__38760865a1,CN,SH516160,2026-01-23,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516160__3e27bfbb9e,CN,SH516160,2025-11-05,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__4846919f21,CN,SH516160,2024-04-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__6b0d9f0981,CN,SH516160,2024-07-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI/PPI | 国家统计局 预期:卖方 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__7ee13dfb0c,CN,SH516160,2024-01-08,通胀数据意外,中国CPI/PPI月度经济数据,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__9f3b518b23,CN,SH516160,2025-04-01,通胀数据意外,中国CPI/PPI月度经济数据,CPI月度 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516160__b095ba0462,CN,SH516160,2026-04-01,通胀数据意外,中国CPI居民消费价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516160__bc46813a16,CN,SH516160,2024-11-10,通胀数据意外,中国PPI工业生产者价格指数月度公告,PPI月度 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516180__28f7cb2173,CN,SH516180,2024-11-12,增长/就业数据意外,中国GDP季度核算公告,社零 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516180__305b58104e,CN,SH516180,2026-04-01,增长/就业数据意外,中国制造业PMI月度公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516180__520b3a02cc,CN,SH516180,2024-04-01,增长/就业数据意外,中国制造业PMI月度公告,GDP季度 | 统计局 预期:一致 前值:上季度,只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516180__6d12572d66,CN,SH516180,2025-07-01,增长/就业数据意外,中国GDP季度核算公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516180__802814c000,CN,SH516180,2025-01-07,增长/就业数据意外,中国社零总额月度公告,工业增加值 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516180__8d2b62a562,CN,SH516180,2024-01-01,增长/就业数据意外,中国GDP季度核算公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516180__b310134c5a,CN,SH516180,2025-04-01,增长/就业数据意外,中国规模以上工业增加值月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516180__b9d92569ab,CN,SH516180,2025-12-17,增长/就业数据意外,中国制造业PMI月度公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516180__cc242299c3,CN,SH516180,2026-01-08,增长/就业数据意外,中国制造业PMI月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516180__cf5a7ecced,CN,SH516180,2024-07-01,增长/就业数据意外,中国城镇调查失业率月度公告,社零 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516200__3b872a6cae,CN,SH516200,2025-07-01,增长/就业数据意外,中国规模以上工业增加值月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_sh516200__5ecbdb6a91,CN,SH516200,2024-04-01,增长/就业数据意外,中国GDP季度核算公告,GDP季度 | 统计局 预期:一致 前值:上季度,只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516200__63e371f1b2,CN,SH516200,2026-01-19,增长/就业数据意外,中国社零总额月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516200__8e57f87d9b,CN,SH516200,2025-04-01,增长/就业数据意外,中国城镇调查失业率月度公告,社零 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_sh516200__988da87c02,CN,SH516200,2024-10-09,增长/就业数据意外,中国规模以上工业增加值月度公告,GDP季度 | 统计局 预期:一致 前值:上季度,只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516200__9940508c91,CN,SH516200,2024-07-01,增长/就业数据意外,中国GDP季度核算公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516200__daf3e6109a,CN,SH516200,2025-12-07,增长/就业数据意外,中国制造业PMI月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_cn_sh516200__e866c7d2f0,CN,SH516200,2026-04-01,增长/就业数据意外,中国城镇调查失业率月度公告,调查失业率 | 统计局 预期:一致 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_sh516200__fbd3a273f8,CN,SH516200,2024-01-08,增长/就业数据意外,中国GDP季度核算公告,GDP季度 | 统计局 预期:一致 前值:上季度,只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516200__fc04acafc5,CN,SH516200,2025-01-29,增长/就业数据意外,中国社零总额月度公告,工业增加值 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516260__2a4eac296a,CN,SH516260,2024-07-01,增长/就业数据意外,中国GDP季度核算公告,工业增加值 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516260__6d0827bae7,CN,SH516260,2024-04-01,增长/就业数据意外,中国城镇调查失业率月度公告,GDP季度 | 统计局 预期:一致 前值:上季度,只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
medium,seed_cn_sh516260__9faff69d7f,CN,SH516260,2025-11-15,增长/就业数据意外,中国社零总额月度公告,GDP季度 | 统计局 预期:一致 前值:上季度,只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516260__bbc41d824b,CN,SH516260,2026-01-22,增长/就业数据意外,中国社零总额月度公告,工业增加值 | 统计局 预期:机构 前值:上月,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_sh516260__ce5d239759,CN,SH516260,2026-04-01,增长/就业数据意外,中国GDP季度核算公告,PMI | 统计局 预期:市场 前值:上月,模板/占位字段 | 只有标题/正文过短 | 标题与正文事件身份冲突 | 缺少可定向量化值
